Year,Artist,Title,Category,Award
2020,Kristoffer Cezinando Karlsen,ET GODT STUP I ET GRUNT VANN,Årets Låtskriver,Ja
2020,Cezinando,ET GODT STUP I ET GRUNT VANN,Hiphop,Nei
2020,Musti,Qoyskayga,Hiphop,Ja
2020,S1sco,S1sco 2020,Hiphop,Nei
2020,Dutty Dior,Dutty Dior 2020,Hiphop,Nei
2020,Lido,Peder,Rnb/Soul,Nei
2020,Ivan Ave,Double Goodbyes,Rnb/Soul,Ja
2020,Natnael,Mannekeng,Rnb/Soul,Nei
2020,EHI,Toni Braxton,Rnb/Soul,Nei
2020,Sondre Lerche,Patience,Pop,Nei
2020,Emilie Nicolas,Let Her Breathe,Pop,Nei
2020,Annie,Dark Hearts,Pop,Ja
2020,SKAAR,The Other Side Of Waiting,Pop,Nei
2020,Alan Walker & Ava Max,"Alone, Pt. II",Årets Låt,Nei
2020,CLMD & Tungevaag,DANCE,Årets Låt,Nei
2020,Frida Ånnevik & Chris Holsten,Hvis Verden,Årets Låt,Ja
2020,BØLGEN,,Årets Gjennombrudd og Gramostipend,Nei
2020,Julie Bergan & Seeb,Kiss Somebody,Årets Låt,Nei
2020,Musti,,Årets Gjennombrudd og Gramostipend,Ja
2020,Ringnes-Ronny,,Årets Gjennombrudd og Gramostipend,Nei
2020,Kygo feat. OneRepublic,Lose Somebody,Årets Låt,Nei
2020,S1sco,,Årets Gjennombrudd og Gramostipend,Nei
2020,TIX,Kaller På Deg,Årets Låt,Nei
2020,Sebastian Zalo,,Årets Gjennombrudd og Gramostipend,Nei
2020,TIX,Karantene,Årets Låt,Nei
2020,SKAAR,,Årets Gjennombrudd og Gramostipend,Nei
2020,Dagny,Somebody,Årets Låt,Nei
2020,Mayhem,,Årets hederspris,Ja
2020,TIX,,Årets Spellemann,Ja
2020,girl in red,,Årets Internasjonale Suksess,Ja
2019,Even Jenssen,Over byen,Barnemusikk,Nei
2019,Maria Solheim og Silje Sirnes Winje,Bråkebøttebaluba,Barnemusikk,Ja
2019,Mr. E & Me,New Orchestral Hits 4 Kids,Barnemusikk,Nei
2019,Så Rart!,På havets bunn,Barnemusikk,Nei
2019,Busk / Eriksen / Sjøstrøm,Hustle & Flow,Blues,Nei
2019,Håkon Høye,Nights at the Surf Motel,Blues,Nei
2019,Ledfoot,White Crow,Blues,Ja
2019,Viktor Wilhelmsen,Knip igjen øyan,Blues,Nei
2019,Jonas Fjeld & Judy Collins,Winter Stories,Country,Nei
2019,Jørund Vålandsmyr & Menigheten,Til dere som er lykkelige,Country,Ja
2019,Signe Marie Rustad,When Words Flew Freely,Country,Nei
2019,Unnveig Aas,Young Heart,Country,Nei
2019,André Bratten,Pax Americana,Elektronika,Ja
2019,Carmen Villain,Both Lines Will Be Blue,Elektronika,Nei
2019,Chmmr,Try New Things,Elektronika,Nei
2019,Prins Thomas,Ambitions,Elektronika,Nei
2019,Hans Fredrik Jacobsen,Øre,Folkemusikk/Tradisjonsmusikk,Nei
2019,Helga Myhr,Natten veller seg ut,Folkemusikk/Tradisjonsmusikk,Nei
2019,Moenje,Klarvær,Folkemusikk/Tradisjonsmusikk,Nei
2019,Morgonrode,Morgonrode,Folkemusikk/Tradisjonsmusikk,Ja
2019,Kongle,Skogen,Indie/Alternativ,Nei
2019,Konradsen,Saints and Sebastian Stories,Indie/Alternativ,Ja
2019,Pom Poko,Birthday,Indie/Alternativ,Nei
2019,Tuvaband,I Entered the Void,Indie/Alternativ,Nei
2019,Elephant9,Psychedelic Backfire I,Jazz,Nei
2019,Gard Nilssen Acoustic Unity,To Whom Who Buys A Record,Jazz,Nei
2019,Maria Kannegaard,Nådeslås,Jazz,Nei
2019,Mats Eilertsen Trio,And Then Comes The Night,Jazz,Ja
2019,Eldbjørg Hemsing,Tan Dun: Fire Ritual,Klassisk,Nei
2019,Lise Davidsen,Richard Strauss: Four Last Songs / Wagner: Arias from Tannhäuser,Klassisk,Nei
2019,Oslo Filharmoniske Orkester,Mahler Symphony No. 3,Klassisk,Ja
2019,Vilde Frang,Paganini & Schubert: Works for violin & piano,Klassisk,Nei
2019,Gaahls WYRD,GastiR - Ghosts invited,Metal,Ja
2019,Kampfar,Ofidians Manifest,Metal,Nei
2019,SÂVER,They Came With Sunlight,Metal,Nei
2019,Sibiir,Ropes,Metal,Nei
2019,Bendik,Det går bra.,Popartist,Nei
2019,Gabrielle,"Snart, Gabby",Popartist,Nei
2019,Ruben,Melancholic,Popartist,Nei
2019,Sigrid,Sucker Punch,Popartist,Ja
2019,Fieh,Cold Water Burning Skin,Popgruppe,Nei
2019,Highasakite,Uranium Heart,Popgruppe,Nei
2019,No. 4,Duell,Popgruppe,Nei
2019,Seeb,Seeb 2019,Popgruppe,Ja
2019,Backstreet Girls,Normal is Dangerous,Rock,Nei
2019,brenn.,Elsker,Rock,Ja
2019,Erlend Ropstad,Brenn siste brevet,Rock,Nei
2019,Spielbergs,This Is Not The End,Rock,Nei
2019,Cikada,Hagen: Harmonium Repertoire,Samtid,Nei
2019,Hvoslef Chamber Music Project,Hvoslef Chamber Works No. VI,Samtid,Nei
2019,Peter Herresthal / Oslo Filharmoniske Orkester / Clémént Mao-Takacs,Kaija Saariaho - Graal Théâtre etc,Samtid,Nei
2019,Øyvind Torvund/BIT 20 Ensemble / Trond Matsen / Kjetil Møster og Jørgen Træen,The Exotica Album,Samtid,Ja
2019,Eirik Hegdal,Musical Balloon,TONOs Komponistpris,Nei
2019,Helge Iberg,Helge Iberg: Songs from the Planet of Life,TONOs Komponistpris,Ja
2019,Maja S. K. Ratkje,Sult,TONOs Komponistpris,Nei
2019,Cecilie Ore,Come to the Edge! Vocal music by Cecilie Ore,TONOs Komponistpris,Nei
2019,Dutty Dior,PARA / NORMAL,Urban,Nei
2019,Isah,Sukkerspinn & Hodepine,Urban,Ja
2019,Karpe,SAS PLUS / SAS PUSSY,Urban,Nei
2019,Lil Halima,Lil Halima 2019,Urban,Nei
2019,Asbjørn Ribe,Blått & grønt & gult,Viser,Nei
2019,Benny Borg,En dag på jorden,Viser,Nei
2019,Frida Ånnevik,Andre sanger,Viser,Ja
2019,Hekla Stålstrenga,Elske og ære,Viser,Nei
2019,Arif,Arif i Waanderland,Årets album,Nei
2019,Gabrielle,"Snart, Gabby",Årets album,Nei
2019,Karpe,SAS PLUS / SAS PUSSY,Årets album,Ja
2019,Sigrid,Sucker Punch,Årets album,Nei
2019,Dutty Dior,,Årets Gjennombrudd og Gramostipend,Nei
2019,Isah,,Årets Gjennombrudd og Gramostipend,Ja
2019,Pom Poko,,Årets Gjennombrudd og Gramostipend,Nei
2019,Bokassa,,Årets Gjennombrudd og Gramostipend,Nei
2019,brenn.,,Årets Gjennombrudd og Gramostipend,Nei
2019,girl in red,,Årets Gjennombrudd og Gramostipend,Nei
2019,Deathprod,Occulting Disk,Åpen Klasse,Nei
2019,Erlend Apneseth Trio & Frode Haltli,"Salika, Molika",Åpen Klasse,Ja
2019,Ståle Storløkken,The Haze Of Sleeplessness,Åpen Klasse,Nei
2019,Susanna & the Brotherhood of Our Lady,Garden of Earthly Delights,Åpen Klasse,Nei
2019,Arif,Hvem er hun,Årets låt,Nei
2019,Isah & Dutty Dior,HALLO,Årets låt,Nei
2019,Keiino,Spirit in the sky,Årets låt,Nei
2019,Kygo feat. Store P / Lars Vaular,Kem kan eg ringe,Årets låt,Nei
2019,Nicolay Ramm,Raske Briller,Årets låt,Nei
2019,Rat City feat. Isak Heim,Kind Of Love,Årets låt,Nei
2019,Ruben,Lay By Me,Årets låt,Ja
2019,Sigrid,Don't Feel Like Crying,Årets låt,Nei
2019,Gabrielle Susanne Leithaug (Gabrielle),"Snart, Gabby",Årets Låtskriver,Nei
2019,Magdi Omar Ytreeide Abdelmaguid og Chirag Rashmikant Patel (Karpe),SAS PLUS / SAS PUSSY,Årets Låtskriver,Nei
2019,Lars Reiersen (Larsiveli),Larsiveli 2019,Årets Låtskriver,Ja
2019,Sigrid Solbakk Raabe (Sigrid),Sucker Punch,Årets Låtskriver,Nei
2019,Anna of the North (Noah Lee),Leaning On Myself,Årets Musikkvideo,Ja
2019,Bigbang (Lasse Gretland),BELLS,Årets Musikkvideo,Nei
2019,boy pablo (Julian Vargas / Bjarne Anmarkrud og Harry Hambley),Feeling Lonely,Årets Musikkvideo,Nei
2019,Lars Vaular (onzonz),Kroppsspråk,Årets Musikkvideo,Nei
2019,Aksel Carlson,Aksel Carlson,Årets Produsent,Nei
2019,Cashmere Cat,Cashmere Cat,Årets Produsent,Nei
2019,Martin Sjølie,Martin Sjølie,Årets Produsent,Ja
2019,Morten Gillebo,Morten Gillebo,Årets Produsent,Nei
2019,Arif Salum (Arif),Arif i Waanderland,Årets Tekstforfatter,Nei
2019,Emilie Christensen (No. 4),Duell,Årets Tekstforfatter,Nei
2019,Frida Ånnevik,Andre sanger,Årets Tekstforfatter,Nei
2019,Signe Marie Rustad,When Words Flew Freely,Årets Tekstforfatter,Ja
2019,Sigrid,,Årets Spellemann,Ja
2019,Oslo-Filharmonien,,Årets hederspris,Ja
2019,Lise Davidsen,,Årets internasjonale suksess,Ja
2019,boy pablo,,Årets internasjonale suksess,Nei
2019,Cashmere Cat,,Årets internasjonale suksess,Nei
2019,Caroline Ailin,,Årets internasjonale suksess,Nei
2019,AURORA,,Årets internasjonale suksess,Nei
2018,Karoline Krüger og Fru Nitters Rytmeorkester,Labyrinter,Barnemusikk,Nei
2018,Mandarinsaft,På vei te en venn,Barnemusikk,Nei
2018,Naboen Min,Rockesock,Barnemusikk,Ja
2018,Tonje Unstad,Musling med melk,Barnemusikk,Nei
2018,Geir Bertheussen Blues Express,Southside,Blues,Nei
2018,J.T. Lauritsen & The Buckshot Hunters,Blue eyed soul volume 1,Blues,Nei
2018,Jørgen Sandvik,Permanent vacation,Blues,Ja
2018,Ulf Myrvold,Old memories,Blues,Nei
2018,Country Heroes,Honky tonk tears,Country,Nei
2018,Hege Øversveen,Goodbye yellow roses,Country,Nei
2018,Malin Pettersen,References pt. 1,Country,Ja
2018,The Northern Belle,Blinding blue neon,Country,Nei
2018,Bjørn Torske,Byen,Elektronika,Nei
2018,Fakethias,Attune,Elektronika,Nei
2018,Sex Judas feat. Ricky,Go down Judas,Elektronika,Ja
2018,Smerz,Have fun,Elektronika,Nei
2018,Aslak Brimi Kvartett,Vev,Folkemusikk/Tradisjonsmusikk,Nei
2018,Johanne Flottorp,Johanne Flottorp,Folkemusikk/Tradisjonsmusikk,Nei
2018,Marja Mortensson,Mojhtestasse - cultural heirlooms,Folkemusikk/Tradisjonsmusikk,Ja
2018,Sudan Dudan,Heimen der ute,Folkemusikk/Tradisjonsmusikk,Nei
2018,Boy Pablo,,Årets Gjennombrudd & Gramostipend,Ja
2018,Kamelen,,Årets Gjennombrudd & Gramostipend,Nei
2018,Lise Davidsen,,Årets Gjennombrudd & Gramostipend,Nei
2018,Rotlaus,,Årets Gjennombrudd & Gramostipend,Nei
2018,Ruben,,Årets Gjennombrudd & Gramostipend,Nei
2018,DDE,,Årets Hederspris,Ja
2018,Boy Pablo,Soy pablo,Indie,Nei
2018,Fay Wildhagen,Borders,Indie,Nei
2018,Okay Kaya,Both,Indie,Nei
2018,Thea Hjelmeland,Kulla,Indie,Ja
2018,Atomic,Pet variations,Jazz,Nei
2018,Gurls,"Run boy, run",Jazz,Ja
2018,Hanna Paulsberg Concept + Magnus Broo,Daughter of the sun,Jazz,Nei
2018,Moskus,Mirakler,Jazz,Nei
2018,Christian Ihle Hadland,Christian Ihle Hadland plays Domencio Scarlatti,Klassisk,Nei
2018,Frida Fredrikke Waaler Wærvågen & Ingrid Andsnes,Metamorfose,Klassisk,Nei
2018,Stavanger Symfoniorkester: Gisle Kverndokk,Symphonic dances,Klassisk,Nei
2018,Tora Augestad / Oslo Philharmonic Orchestra / Joshua Weilerstein / Christian Eggen,Portraying passion,Klassisk,Ja
2018,Anja Garbarek,The road is just a surface,Tonos Komponistpris,Nei
2018,Arve Henriksen / Eivind Aarset / Jan Bang / Jez Riley French,The height of the reeds,Tonos Komponistpris,Nei
2018,Geir Holmsen,Et stille sted,Tonos Komponistpris,Nei
2018,Ørjan Matre,Oslo Filharmonien: Konsert for orkester,Tonos Komponistpris,Ja
2018,Dagny Norvoll Sandvik,Dagny 2018,Årets Låtskriver,Nei
2018,Ina Wroldsen,Hex,Årets Låtskriver,Ja
2018,Stig Joar Haugen,Midt imellom magisk og manisk,Årets Låtskriver,Nei
2018,Thea Hjelmeland,Kulla,Årets Låtskriver,Nei
2018,Aura Noir,Aura Noire,Metal,Nei
2018,Beaten to Death,Agronomicon,Metal,Nei
2018,Obliteration,Cenotaph obscure,Metal,Ja
2018,Sylvaine,"Atoms aligned, coming undone",Metal,Nei
2018,AB/CD/CD,Sigrid: Sucker punch,Årets Musikkvideo,Nei
2018,Kinga Burza,Aurora: Queendom,Årets Musikkvideo,Nei
2018,Thor Brenne,Hkeem: Ghettoparasitt,Årets Musikkvideo,Ja
2018,Trond Kvig Andreassen,Sondre Justad: Ikke som de andre,Årets Musikkvideo,Nei
2018,Amanda Delara,Running deep + Soldiers,Popartist,Nei
2018,Emilie Nicolas,Tranquille Emile,Popartist,Ja
2018,Sigrid,Raw EP,Popartist,Nei
2018,Sondre Justad,Ingenting i paradis,Popartist,Nei
2018,Band of Gold,Where's the magic,Popgruppe,Ja
2018,Lemaitre,Lemaitre 2018,Popgruppe,Nei
2018,Razika,Sånn kjennes verden ut,Popgruppe,Nei
2018,Seeb,Nice to meet you,Popgruppe,Nei
2018,Aksel Carlson,"Mars, Emilie Nicolas, Arif, Unge Ferrari m.fl.",Årets Produsent,Ja
2018,Fay Wildhagen,Borders,Årets Produsent,Nei
2018,Kai Gundelach,Baltus,Årets Produsent,Nei
2018,Kåre Christoffer Vestrheim,Anja Garbarek / Emilie Nicolas / Håkon Kornstad / Batagraf m.fl.,Årets Produsent,Nei
2018,Oslo Ess,Frie radikaler,Rock,Nei
2018,The Good The Bad and The Zugly,Misanthropical house,Rock,Ja
2018,Turbonegro,Rock'n'roll machine,Rock,Nei
2018,Årabrot,Who do you love,Rock,Nei
2018,Cikada Strykekvartett / Knut Olaf Sunde,Vertigo room,Samtid,Nei
2018,Kjell Tore Innervik,Utopias - Radical interpretations of iconic musical works for percussion,Samtid,Nei
2018,Oslo Philharmonic Orchestra / Peter Herresthal / Peter Szilvay,Ørjan Matre: Konsert for orkester,Samtid,Ja
2018,Telemark Kammerorkester / Lars-Erik Ter Jung,Chasing strings,Samtid,Nei
2018,Eduardo Andersen,La oss ta en idealist,Årets Tekstforfatter,Ja
2018,Ina Wroldsen,Hex,Årets Tekstforfatter,Nei
2018,Lars Saabye Christensen,Et stille sted,Årets Tekstforfatter,Nei
2018,Odd Nordstoga,Kløyvd,Årets Tekstforfatter,Nei
2018,Emir,Mer av deg,Urban,Ja
2018,Lil Halima,Lil Halima 2018,Urban,Nei
2018,Mars,Mars,Urban,Nei
2018,Unge Beirut,"Hevnen er søt, men jeg tilgir deg",Urban,Nei
2018,Ellen Sofie Hovland,Og solen renner over,Viser,Nei
2018,Erik Lukashaugen,Vi eier skogene,Viser,Nei
2018,Ingeborg Oktober,Skjømmingsboka,Viser,Ja
2018,Masåva,Masåva,Viser,Nei
2018,Amgala Temple,Invisible Airships,Åpen Klasse,Nei
2018,Anja Garbarek,The road is just a surface,Åpen Klasse,Nei
2018,Geir Sundstøl,Brødløs,Åpen Klasse,Ja
2018,Harpreet Bansal,Samaya,Åpen Klasse,Nei
2018,Emilie Nicolas,Tranquille Emile,Årets Album,Ja
2018,Rotlaus,På vei,Årets Album,Nei
2018,Sondre Justad,Ingenting i paradis,Årets Album,Nei
2018,Unge Ferrari,Midt imellom magisk og manisk,Årets Album,Nei
2018,Boy Pablo,,Årets internasjonale suksess,Nei
2018,Cashmere Cat,,Årets internasjonale suksess,Nei
2018,Leif Ove Andsnes,,Årets internasjonale suksess,Nei
2018,Lise Davidsen,,Årets internasjonale suksess,Nei
2018,Sigrid,,Årets internasjonale suksess,Nei
2018,Stargate,,Årets internasjonale suksess,Ja
2018,Alan Walker / Au/ra / Tomine Harket,Darkside,Årets Låt,Nei
2018,Astrid S,Emotion,Årets Låt,Nei
2018,Ina Wroldsen,Strongest,Årets Låt,Nei
2018,K-391 feat. Alan Walker / Julie Bergan / Seguri,Ignite,Årets Låt,Nei
2018,Kygo / Miguel,Remind me to forget,Årets Låt,Nei
2018,Mads Hansen,Sommerkroppen,Årets Låt,Ja
2018,Ruben,Walls,Årets Låt,Nei
2018,Seeb / Dagny,Drink about,Årets Låt,Nei
2018,Sigrid,Strangers,Årets Låt,Nei
2018,Sondre Justad,Ikke som de andre,Årets Låt,Nei
2018,Alan Walker,,Årets Spellemann,Ja
2017,Dagfinn Lyngbøs Barneband,Guttelus,Barnemusikk,Nei
2017,Meg og Kammeraten min,Snydelig,Barnemusikk,Nei
2017,Rasmus og Verdens Beste Band,Banjo på badet,Barnemusikk,Ja
2017,Sangfoni,Sangfoni,Barnemusikk,Nei
2017,Dr Bekken,Upright piano - Live at Bar Moskus,Blues,Nei
2017,Good Time Charlie,Ready to rumble,Blues,Nei
2017,Joakim Tinderholt & His Band,Hold on,Blues,Nei
2017,Ronnie Jacobsen,These blues in me,Blues,Ja
2017,Bendik Brænne,The last great country swindle,Country,Ja
2017,Bill Booth,Some distant shore,Country,Nei
2017,Bluebird's Ghost,Miniature scenes of sorrow,Country,Nei
2017,Paal Flaata,Love and rain,Country,Nei
2017,+Plattform,Twelve,Elektronika,Ja
2017,Lindstrøm,It's alright between us as it is,Elektronika,Nei
2017,Mental Overdrive,Epilogue,Elektronika,Nei
2017,Sassy 009,Do you mind EP,Elektronika,Nei
2017,Anne Hytta,Strimur,Folkemusikk/Tradisjonsmusikk,Ja
2017,Erlend Apneseth,Nattsongar,Folkemusikk/Tradisjonsmusikk,Nei
2017,Marin / Egeland,Sorpesoll,Folkemusikk/Tradisjonsmusikk,Nei
2017,Sogesong,Så vide fara dei lindarord,Folkemusikk/Tradisjonsmusikk,Nei
2017,Mari Boine,,Årets Hederspris,Ja
2017,Carmen Villain,Infinite avenue,Indie,Nei
2017,Hvitmalt Gjerde,Våken,Indie,Nei
2017,Misty Coast,Misty Coast,Indie,Nei
2017,Silja Sol,Ni liv,Indie,Ja
2017,Ellen Andrea Wang,Blank out,Jazz,Nei
2017,Hegge,Vi är ledsna men du får inte längre vara barn,Jazz,Ja
2017,Helge Lien Trio,Guzuguzu,Jazz,Nei
2017,Marius Neset,Circle of chimes,Jazz,Nei
2017,Bjarte Eike & Barokksolistene,The alehouse sessions,Klassisk,Nei
2017,Ensemble Allegria,Mozart / Schoenberg,Klassisk,Nei
2017,Guro Kleven Hagen / Marianna Shirinyan,Fait pleurer les songes,Klassisk,Nei
2017,Vilde Frang,Homage,Klassisk,Ja
2017,Bjørn Kruse,Fredrik Fors & Oslo Philharmonic Orchestra: Bjørn Kruse: Chronotope - Concerto for clarinet and orchestra,Årets Komponist,Ja
2017,Kjell Habbestad,Sigvart Klava & The Latvian Radio Choir: Kjell Habbestad - Et nox in diem versa,Årets Komponist,Nei
2017,Martin Hagfors,Meg og kammeraten min: Snydelig,Årets Komponist,Nei
2017,Rolf Wallin,"Peter Herresthal, Arctic Philharmonic, Øyvind Bjorå: Rolf Wallin - Violin concerto i appearances",Årets Komponist,Nei
2017,Enslaved,E,Metal,Ja
2017,Helheim,Landawarijar,Metal,Nei
2017,Satyricon,Deep calleth upon deep,Metal,Nei
2017,Whoredom Rife,Dommedagskvad,Metal,Nei
2017,Eivind Landsvik,Daniel Kvammen feat. Lars Vaular: Som om himmelen revna,Årets Musikkvideo,Ja
2017,Johannes Muskat Greve,Arif: Himmelen,Årets Musikkvideo,Nei
2017,Marie Kristiansen,Jenny Hval: The great undressing,Årets Musikkvideo,Nei
2017,Mikhael Paskalev / Joseph Wills / Jasper Spanning,Mikhael Paskalev: Witness,Årets Musikkvideo,Nei
2017,Charlotte Dos Santos,,Årets Nykommer & Gramostipend,Nei
2017,Hkeem,,Årets Nykommer & Gramostipend,Nei
2017,Kjartan Lauritzen,,Årets Nykommer & Gramostipend,Nei
2017,Lüt,,Årets Nykommer & Gramostipend,Nei
2017,Rohey,,Årets Nykommer & Gramostipend,Nei
2017,Sigrid,,Årets Nykommer & Gramostipend,Ja
2017,Cashmere Cat,9,Popsolist,Ja
2017,Gabrielle,Vekk meg opp,Popsolist,Nei
2017,Sigrid,Don't kill my vibe EP,Popsolist,Nei
2017,Susanne Sundfør,Music for people in trouble,Popsolist,Nei
2017,Hajk,Hajk,Popgruppe,Nei
2017,Marcus & Martinus,Moments,Popgruppe,Nei
2017,No. 4,Hva nå,Popgruppe,Nei
2017,Seeb,Seeb 2017,Popgruppe,Ja
2017,Magnus Høiberg,Cashmere Cat: Spilleliste 2017,Årets Produsent,Nei
2017,Ole Torjus Hofvind,Cezinando: Noen ganger og andre,Årets Produsent,Ja
2017,Stargate: Mikkel Storleer Eriksen / Tor Erik Hermansen,"Julie Michaels, Sam Smith, One Republic m.fl.",Årets Produsent,Nei
2017,Thomas Eriksen,"Astrid S, Gabrielle, Sondre Justad m.fl.",Årets Produsent,Nei
2017,Erlend Ropstad,Alt som har hendt,Rock,Nei
2017,Motorpsycho,The tower,Rock,Nei
2017,Sløtface,Try not to freak out,Rock,Ja
2017,Torgeir Waldemar,No offending borders,Rock,Nei
2017,Al Khowarizmis Mekaniske Orkester / Ensemble Ernst,Christian Blom - Bring me that horizon,Samtid,Ja
2017,Natasha Barrett,Puzzle wood,Samtid,Nei
2017,Oslo-Filharmonien / Kringkastingsorkesteret / Poing,Jan Erik Mikalsen - Saan,Samtid,Nei
2017,Peter Herresthal / Arctic Philharmonic / Øyvind Bjorå,Eivind Buene - Violin concerto / Miniatures,Samtid,Nei
2017,Erlend Ropstad,Erlend Ropstad: Alt som har hendt,Tekstforfatter,Nei
2017,Frank Tønnesen,Tønes: Sesong fire,Tekstforfatter,Nei
2017,Kristoffer Cezinando Karlsen,Cezinando: Noen ganger og andre,Tekstforfatter,Nei
2017,Sverre Knudsen,Sverre Knudsen: VI,Tekstforfatter,Ja
2017,Arif,Meg & deg mot alle,Urban,Nei
2017,Cezinando,Noen ganger og andre,Urban,Ja
2017,Ivan Ave,Every eye,Urban,Nei
2017,Linni,Medium,Urban,Nei
2017,Frida Ånnevik,Flyge fra,Viser,Ja
2017,Kari Bremnes,Det vi har,Viser,Nei
2017,Marthe Wang,Ut og se noe annet,Viser,Nei
2017,Trygve Skaug,Sanger du skal få når jeg dør,Viser,Nei
2017,Erlend Apneseth Trio,Åra,Åpen Klasse,Nei
2017,Jo Berger Myhre & Ólafur Björn Ólafsson,The third script,Åpen Klasse,Nei
2017,Nils Økland,Lysning,Åpen Klasse,Ja
2017,Ola Kvernberg,Steamdome,Åpen Klasse,Nei
2017,Cashmere Cat,9,Årets Album,Nei
2017,Cezinando,Noen ganger og andre,Årets Album,Ja
2017,Susanne Sundfør,Music for people in trouble,Årets Album,Nei
2017,Tønes,Sesong fire,Årets Album,Nei
2017,Caroline Ailin,,Årets internasjonale suksess,Nei
2017,Ina Wroldsen,,Årets internasjonale suksess,Ja
2017,Kvelertak,,Årets internasjonale suksess,Nei
2017,Marius Neset,,Årets internasjonale suksess,Nei
2017,Stargate,,Årets internasjonale suksess,Nei
2017,Alan Walker,Alone,Årets Låt,Nei
2017,Arif,Alene,Årets Låt,Nei
2017,Astrid S,Think before I talk,Årets Låt,Nei
2017,Cezinando,Håper du har plass,Årets Låt,Nei
2017,Dagny,Wearing nothing,Årets Låt,Nei
2017,Hkeem feat. Temur,Fy faen,Årets Låt,Ja
2017,Kygo w/ Selena Gomez,It ain't me,Årets Låt,Nei
2017,Linda Vidala feat. KingSkurkOne,Bængshot,Årets Låt,Nei
2017,Sigrid,Don't kill my vibe,Årets Låt,Nei
2017,Astrid S,,Årets Spellemann,Ja
2017,Bergen Kulturskole,,Årets takk,Nei
2017,Lars Hauge,"Ungdommens kulturmønstring, Norsk viseforum, Norsk musikkråd",Årets takk,Nei
2017,Lørdagsgodt på Mono,,Årets takk,Nei
2017,Øystein Lindbeck,Sortland rockeklubb,Årets takk,Ja
2016,Gråtass,Gråtass (sangene fra filmene),Barnemusikk,Nei
2016,Løkki,Løkki,Barnemusikk,Nei
2016,Superbarna,Hipp hurra,Barnemusikk,Ja
2016,Billy T Band,Reckoning,Blues,Nei
2016,MK's Marvellous Medicine,MK's Marvellous Medicine,Blues,Ja
2016,Pristine,Reboot,Blues,Nei
2016,Claudia Scott,Let the ribbons fly,Country,Nei
2016,Darling West,Vinyl and a heartache,Country,Ja
2016,Paal Flaata,Come tomorrow - Songs of Townes Van Zandt,Country,Nei
2016,Signe Marie Rustad,Hearing colors seeing noises,Country,Nei
2016,Ausekarane,Ein hau med hitts,Danseband,Nei
2016,Picazzo,Blindvei,Danseband,Nei
2016,Torgeir & Kjendisene,En runde til,Danseband,Ja
2016,Biosphere,Departed glories,Elektronika,Ja
2016,Nils Bech,Echo,Elektronika,Nei
2016,Telephones,Vibe Telemetry,Elektronika,Nei
2016,Tortusa,I know this place - The Eivind Aarset Collages,Elektronika,Nei
2016,Anders Røine,Kristine Valdresdatter,Folkemusikk/Tradisjonsmusikk,Ja
2016,Eli Storbekken & Sigurd Hole,Fabel,Folkemusikk/Tradisjonsmusikk,Nei
2016,Gjermund Larsen Trio,Salmeklang,Folkemusikk/Tradisjonsmusikk,Nei
2016,Lars-Ingar Meyer Fjeld,Hardingfele,Folkemusikk/Tradisjonsmusikk,Nei
2016,Arve Tellefsen,,Årets Hederspris,Ja
2016,Frøkedal,Hold on dreamer,Indie,Nei
2016,Hilma Nikolaisen,Puzzler,Indie,Nei
2016,Jenny Hval,Blood bitch,Indie,Nei
2016,The Switch,The Switch album,Indie,Ja
2016,Vilde Tuv,D' meg,Indie,Nei
2016,Come Shine / Kringkastingsorkesteret,Norwegian caravan,Jazz,Nei
2016,Eyolf Dale,Wolf valley,Jazz,Nei
2016,Mats Eilertsen,Rubicon,Jazz,Nei
2016,Moskus,Ulv ulv,Jazz,Nei
2016,Nils Petter Molvær,Buoyancy,Jazz,Ja
2016,Christian Ihle Hadland,The lark,Klassisk,Nei
2016,Fragaria Vesca,David Monrad Johansen: Chamber Music,Klassisk,Nei
2016,Ingfrid Breie Nyhus / Åshild Breie Nyhus,Halvorsen - Kvandal - Nyhus,Klassisk,Nei
2016,Trondheimsolistene,Reflections,Klassisk,Ja
2016,Vilde Frang,Britten & Korngold: Violin Concertos,Klassisk,Nei
2016,Emilie Christensen & Ingeborg Marie Mohn,No. 4: Henda i været,Tonos Komponistpris,Nei
