Year,Artist,Title,Category,Award
2008,Lars Horntveth,Kaleidoscopic,Åpen Klasse,Nei
2008,Madcon,,Årets Eksportpris,Ja
2008,Erlend Bratland,Lost,Årets hit,Nei
2008,Espen Lind,Scared of Height,Årets hit,Nei
2008,Maria Haukaas Storeng,Hold on be Strong,Årets hit,Nei
2008,Marit Larsen,If a Song Could Get Me You,Årets hit,Nei
2008,The BlackSheeps,Oro Jaska Beana,Årets hit,Ja
2008,Espen Lind,,Årets Spellemann,Ja
2007,Barnas Superjul,Musikken fra Julekalenderen,Barneplate,Nei
2007,Maj Britt Andersen m. Fl.,Pulverheksa,Barneplate,Nei
2007,Rasmus og Verdens Beste Band,Kyssing e hæsli…,Barneplate,Ja
2007,Trond Brænne og Maj Britt Andersen,Troll,Barneplate,Nei
2007,Bjørn Berge,I'm the Antipop,Blues,Nei
2007,Grande,"Uppers, Downers, Screamers & Howlers",Blues,Ja
2007,Vidar Busk & the Voo Dooz,Jookbox Charade,Blues,Nei
2007,Rolf Løvland,,Årets Bransjepris,Ja
2007,Hellbillies,Spissrotgang,Country,Ja
2007,Hemisfair,Blue Blue Grass of Home,Country,Nei
2007,Shit City,God Bless Our Home,Country,Nei
2007,Steinar Albrigtsen,Moment of Peace,Country,Nei
2007,Anne Nørdsti,Livli' på låven,Danseorkester,Ja
2007,Ole Ivars,Vi lever i håpet,Danseorkester,Nei
2007,PK & dansefolket,Bam bam bam,Danseorkester,Nei
2007,Scandinavia,Fly,Danseorkester,Nei
2007,Alog,Amateur,Elektronika,Nei
2007,Diskjokke,Staying In,Elektronika,Nei
2007,Salvatore,Days of Rage,Elektronika,Ja
2007,Berit Opheim,Den blide sol,Folkemusikk/Gammaldans,Nei
2007,Ragnhild Furebotten,Endelig vals,Folkemusikk/Gammaldans,Nei
2007,Sigrid Moldestad,Taus,Folkemusikk/Gammaldans,Ja
2007,Trio Mediaeval,Folk Songs,Folkemusikk/Gammaldans,Nei
2007,DumDum Boys,,Årets Hederspris,Ja
2007,Fossum-Aarum Quartet,F.A.Q.,Jazz,Nei
2007,Petter Wettre,Fountain of Youth,Jazz,Ja
2007,Sharp Nine,Sudoku,Jazz,Nei
2007,The Core,Office Essentials,Jazz,Nei
2007,Bergen Philharmonic Orchestra,Prokofiev: Romeo & Juliet,Klassisk musikk,Ja
2007,Ingfrid Breie Nyhus / Åshild Breie Nyhus,Edvard Grieg: Slåtter opus 72,Klassisk musikk,Nei
2007,Nordic Voices,Reges Terrae,Klassisk musikk,Nei
2007,Rolf Lislevand,Vivaldi Musica Per Madnolino E Luito,Klassisk musikk,Nei
2007,Truls Mørk,Nocturne,Klassisk musikk,Nei
2007,Audrey Horne,Le Fol,Metal,Nei
2007,Dimmu Borgir,In Sorte Diaboli,Metal,Nei
2007,Mayhem,Ordo ad Chao,Metal,Ja
2007,Red Harvest,A Greater Darkness,Metal,Nei
2007,Dimmu Borgir,The Serpentine Offering,Årets Musikkvideo,Ja
2007,Heroes & Zeros,A Strange Constellation,Årets Musikkvideo,Nei
2007,My Midnight Creeps,Don't Let'em Bring You Down,Årets Musikkvideo,Nei
2007,Turboneger,Do You Do You Dig Destruction,Årets Musikkvideo,Nei
2007,We,Hurdy Gurdy,Årets Musikkvideo,Nei
2007,Christel Alsos,Closing the Distance,Årets Nykommer,Nei
2007,Heroes & Zeros,Strange Constellations,Årets Nykommer,Nei
2007,Susanne Sundfør,Susanne Sundfør,Årets Nykommer,Nei
2007,Tine Thing Helseth,Haydn/Hummel/Albinoni/Neruda,Årets Nykommer,Ja
2007,Valkyrien Allstars,Valkyrien Allstars,Årets Nykommer,Nei
2007,Ane Brun,Live in Scandinavia,Kvinnelig Artist,Nei
2007,Christel Alsos,Closing the Distance,Kvinnelig Artist,Nei
2007,Sissy Wish,Beauties Never Die,Kvinnelig Artist,Nei
2007,Susanne Sundfør,Susanne Sundfør,Kvinnelig Artist,Ja
2007,Kenneth Ishak,Sliver Lightning From a Black Sky,Mannlig artist,Nei
2007,Magnet,The Simple Life,Mannlig artist,Ja
2007,Sivert Høyem & the Volunteers,Exiles,Mannlig artist,Nei
2007,William Hut,Nightfall,Mannlig artist,Nei
2007,Blind Archery Club,The Union,Popgruppe,Nei
2007,Superfamily,Warszawa,Popgruppe,Ja
2007,The Royalties,The Royalties,Popgruppe,Nei
2007,Vidar Johnsen & Peter Nordberg,Ord og Ögonblick,Popgruppe,Nei
2007,BigBang,Too Much Yang,Rock,Nei
2007,Moving Oos,Peace and Love,Rock,Nei
2007,My Midnight Creeps,Histamin,Rock,Ja
2007,Raga Rockers,Übermensch,Rock,Nei
2007,The Lionheart Brothers,Dizzy Kiss,Rock,Nei
2007,Cikada Duo,Nordheim,Samtidsmusikk,Nei
2007,Kari Rønnekleiv,Ole-Henrik Moe: Ciaccona/3 Persephone Perceptions,Samtidsmusikk,Ja
2007,Rolf Borch,Step Inside,Samtidsmusikk,Nei
2007,Vertavo String Quartet,Nils Henrik Asheim: Broken Line,Samtidsmusikk,Nei
2007,El Axel,It is wha it is,Hip-hop,Nei
2007,Madcon,So Dark the Con of Man,Hip-hop,Ja
2007,Tommy Tee,No Studio No Time - The Wait,Hip-hop,Nei
2007,Henning Kvitnes,Stemmer i gresset,Viser,Ja
2007,Jan Eggum,Hjerteknuser,Viser,Nei
2007,Lomsk,Amerikabrevet,Viser,Nei
2007,Ole Paus,Den store norske sangboka,Viser,Nei
2007,Svein Tang Wa,Rødast hjerta,Viser,Nei
2007,Frode Haltli,Passing Images,Åpen Klasse,Nei
2007,Live Maria Roggen,Circuit Songs,Åpen Klasse,Ja
2007,Pust,Femkant,Åpen Klasse,Nei
2007,Shining,Grindstone,Åpen Klasse,Nei
2007,The Source,The Source of Christmas - Live,Åpen Klasse,Nei
2007,Kurt Nilsen,Push Push,Årets Hit,Nei
2007,Madcon,Beggin',Årets Hit,Ja
2007,Postgirobygget,Tidløs,Årets Hit,Nei
2007,Sichelle,Fuck deg,Årets Hit,Nei
2007,Venke Knutson,Holiday,Årets Hit,Nei
2007,Hellbillies,Spissrotgang,Årets Spellemann,Ja
2006,Jul i Svingen - Diverse Artister,Jul i Svingen,Barneplate,Ja
2006,Maj Britt Andersen,Onger er rare,Barneplate,Nei
2006,Veslemøy Solberg & Felix Johansen,Eventyret om Hanna,Barneplate,Nei
2006,Kid Andersen,Greaseland,Blues,Nei
2006,Rita Engedalen,Heaven Ain't Ready for Me Yet,Blues,Ja
2006,Woodleg Odd,Foot Fetish,Blues,Nei
2006,Stargate,,Årets Bransjepris,Ja
2006,Claudia Scott,John Clare's Dream,Country,Nei
2006,Ila Auto,If You Keep Pickin' it Might Never Heal,Country,Ja
2006,Roy Lønhøiden,Sanger fra skogen,Country,Nei
2006,Ole Ivars,Ole Ivars så klart!,Danseorkester,Nei
2006,PK & Dansefolket,Heng deg på,Danseorkester,Nei
2006,Scandinavia,Alle mann til pumpene,Danseorkester,Ja
2006,Lindstrøm,It's a Feedelity Affair,Elektronika,Ja
2006,Splaxxter Watts,The Shakeout,Elektronika,Nei
2006,The Whitest Boy Alive,Dreams,Elektronika,Nei
2006,Kvarts,Steinspring,Folkemusikk/Gammaldans,Ja
2006,Majorstuen,Juledrøm,Folkemusikk/Gammaldans,Nei
2006,Tindra,Lukkeleg vaking,Folkemusikk/Gammaldans,Nei
2006,Sissel Kyrkjebø / Bjørn Eidsvåg / Åge Aleksandersen,,Årets Hederspris,Ja
2006,Atomic,Happy New Ears,Jazz,Ja
2006,Helge Sunde / Norske store orkester,Denada,Jazz,Nei
2006,Håkon Kornstad / Håvard Wiik,The Bad and the Beautiful,Jazz,Nei
2006,Ken Vandermark / Paal Nilssen-Love,Seven,Jazz,Nei
2006,The Thing,Action Jazz,Jazz,Nei
2006,Leif Ove Andsnes,Horizons,Klassisk musikk,Nei
2006,Marianne Thorsen / Trondheimsolistene,Mozart: Violin Concertos,Klassisk musikk,Ja
2006,Oslo Camerata,Grieg: Holberg Suite,Klassisk musikk,Nei
2006,Sveinung Bjelland,Scarlatti & Mendelssohn: Sonatas,Klassisk musikk,Nei
2006,Benea Reach,Monument Bineothan,Metal,Nei
2006,Enslaved,Ruun,Metal,Ja
2006,Gorgoroth,Ad Majorem Sathanas Gloriam,Metal,Nei
2006,Keep of Kalessin,Armada,Metal,Nei
2006,Bjørn Eidsvåg m/ Elvira Nikolaisen,Floden,Årets musikkvideo,Nei
2006,Christel Alsos,Come On,Årets musikkvideo,Nei
2006,Grand Island,Us Annexed,Årets musikkvideo,Nei
2006,Marit Larsen,Don't Save Me,Årets musikkvideo,Ja
2006,The White Birch,Seer Believer,Årets musikkvideo,Nei
2006,120 Days,120 Days,Årets nykommer,Ja
2006,Elvira Nikolaisen,Quiet Exit,Årets nykommer,Nei
2006,Marte Wulff,Jacket,Årets nykommer,Nei
2006,Mira Craig,Mira Mira,Årets nykommer,Nei
2006,Rockettothesky,So Sing You Apple Trees,Årets nykommer,Nei
2006,Elvira Nikolaisen,Quiet Exit,Kvinnelig Artist,Nei
2006,Marit Larsen,Under the Surface,Kvinnelig Artist,Ja
2006,Mira Craig,Mira Mira,Kvinnelig Artist,Nei
2006,Bjørn Eidsvåg,Nåde,Mannlig artist,Nei
2006,Odd Nordstoga,Heim te mor,Mannlig artist,Nei
2006,Thomas Dybdahl,Science,Mannlig artist,Ja
2006,DeLillos,Suser videre,Popgruppe,Nei
2006,Jim Stärk,Turn Around and Look,Popgruppe,Nei
2006,Minor Majority,Reasons to Hang Around,Popgruppe,Ja
2006,120 Days,120 Days,Rock,Ja
2006,Bonk,Bonk Against Nothing,Rock,Nei
2006,Madrugada,Live at Tralfamadore,Rock,Nei
2006,The Low Frequency in Stereo,The Last Temptation of…,Rock,Nei
2006,The School,Espionage,Rock,Nei
2006,Grex Vocalis / KORK,Arne Nordheim: Draumkvedet,Samtidsmusikk,Ja
2006,Norske Kammerorkester / Dir. Terje Tønnesen,Corelli Machine,Samtidsmusikk,Nei
2006,Rolf-Erik Nystrøm,Concepts of Sorrows & Dangers,Samtidsmusikk,Nei
2006,Darkside of the Force,El Dia de los Puercos,Hip-Hop,Ja
2006,Karpe Diem,Rett fra hjertet,Hip-Hop,Nei
2006,Tungtvann,Siste skanse,Hip-Hop,Nei
2006,Helene Bøksle,Elverhøy,Viser,Nei
2006,Lars Bremnes,Hjertekaptein,Viser,Ja
2006,Ola Bremnes,Gudene vet,Viser,Nei
2006,Vamp,I full symfoni (med KORK),Viser,Nei
2006,Hanne Hukkelberg,Rykestrasse 68,Åpen Klasse,Ja
2006,Kristin Asbjørnsen,Wayfaring Stranger - A Spiritual Songbook,Åpen Klasse,Nei
2006,Mari Boine,Idjagiedas - In the Hand of the Night,Åpen Klasse,Nei
2006,Terje Isungset,Igloo,Åpen Klasse,Nei
2006,Wibutee,Sweet Mental,Åpen Klasse,Nei
2006,Aleksander With,A Little Too Perfect,Årets hit,Nei
2006,DumDum Boys,Enhjørning,Årets hit,Nei
2006,Elvira Nikolaisen,Love I Can't Defend,Årets hit,Nei
2006,Espen Lind / Kurt Nilsen / Alejandro Fuentes / Askil Holm,Hallelujah,Årets hit,Ja
2006,Marit Larsen,Don't Save Me,Årets hit,Nei
2006,Vamp,I full symfoni (med KORK),Årets Spellemann,Ja
2005,Diverse artister,Elias den lille redningsskøyta,Barneplater,Nei
2005,Geirr Lystrup,Sangen om Yebo,Barneplater,Ja
2005,Jannike Kruse & Forsvarets musikkorps Trøndelag,"Kjente, kjære og noen glemte barnesanger",Barneplater,Nei
2005,Kåre Virud band,Ild og vann,Blues,Ja
2005,Ronnie Jacobsen,Soulfield,Blues,Nei
2005,Vidar Busk,Starfish country,Blues,Nei
2005,Jan Paulsen,,Bransjepris 1,Ja
2005,Sæmund Fiskvik,,Bransjepris 2,Ja
2005,Elisabeth Andreassen,Short stories,Country,Nei
2005,Sergeant Petter,Monkey tonk matters,Country,Nei
2005,The Respatexans,Shine on,Country,Ja
2005,Anne Nørdsti,Bonderomantikk,Danseorkester,Nei
2005,Lasse Johansens Orkester,Hematt att,Danseorkester,Nei
2005,Ole Ivars,Vi tar det tel manda'n,Danseorkester,Ja
2005,Alog,Miniatures,Elektronika,Ja
2005,Datarock,Datarock Datarock,Elektronika,Nei
2005,Toy,Toy,Elektronika,Nei
2005,Nordafjells,General,Folkemusikk/Gammaldans,Nei
2005,Sigrid Moldestad/Einar Mjølsnes/Håkon Høgemo,Gamaltnymalt,Folkemusikk/Gammaldans,Ja
2005,Tom Willy Rustad,Fiolsteinen,Folkemusikk/Gammaldans,Nei
2005,Terje Rypdal,,Hederspris,Ja
2005,Hans Mathisen,Quiet songs,Jazz,Ja
2005,Jimmy Rosenberg/Stian Carstensen,Rose room,Jazz,Nei
2005,Karin Krog/Bergen Big Band,Seagull,Jazz,Nei
2005,Sigurd Køhn kvartett,This place,Jazz,Nei
2005,Solveig Slettahjell Slow Motion Quintet,Pixiedust,Jazz,Nei
2005,Bergen Philharmonic Orchestra/Ole Kristian Ruud,Edvard Grieg: Peer Gynt,Klassisk musikk,Nei
2005,Einar Steen-Nøkleberg/Terje Mikkelsen/Trondheim symfoniorkester,Thomas Tellefsen complete piano concertos,Klassisk musikk,Nei
2005,Håkon Austbø,"Debussy, complete works for piano solo, Vol II",Klassisk musikk,Nei
2005,Leif Ove Andsnes,"Rachmaninov, piano concertos 1 & 2",Klassisk musikk,Ja
2005,Audrey Horne,No hay banda,Metal,Ja
2005,El Caco,The search,Metal,Nei
2005,Extol,Blueprint,Metal,Nei
2005,Stonegard,Arrows,Metal,Nei
2005,Animal Alpha,Bundy,Musikkvideo,Nei
2005,Maria Mena,Miss you love,Musikkvideo,Nei
2005,Ravi & DJ Løv,E-ordet,Musikkvideo,Nei
2005,Robert Post,Got none,Musikkvideo,Ja
2005,Röyksopp,What else is there,Musikkvideo,Nei
2005,Animal Alpha,Pheromones,Årets Nykommer,Nei
2005,Audrey Horne,No hay banda,Årets Nykommer,Nei
2005,Draumir,Draumir,Årets Nykommer,Nei
2005,Marthe Valle,It's a bag of candy,Årets Nykommer,Ja
2005,Sofian,This is Sofian,Årets Nykommer,Nei
2005,Ane Brun,A temporary dive,Kvinnelig Artist,Ja
2005,Lene Marlin,Lost in a moment,Kvinnelig Artist,Nei
2005,Maria Mena,Apparently unaffected,Kvinnelig Artist,Nei
2005,Marthe Valle,It's a bag of candy,Kvinnelig Artist,Nei
2005,Simone,Last days and nights,Kvinnelig Artist,Nei
2005,Alejandro Fuentes,Diamonds and pearls,Mannlig artist,Nei
2005,Magnet,The torniquet,Mannlig artist,Nei
2005,Robert Post,Robert Post,Mannlig artist,Ja
2005,Sofian,This is Sofian,Mannlig artist,Nei
2005,Jim Stärk,Jim Stärk,Popgruppe,Nei
2005,Ravi & DJ Løv,Den nye arbæidsdagn,Popgruppe,Nei
2005,Röyksopp,The understanding,Popgruppe,Ja
2005,Big Bang,Poetic terrorism,Rock,Nei
2005,JR Ewing,Maelstrom,Rock,Nei
2005,Madrugada,The deep end,Rock,Ja
2005,My Midnight Creeps,My Midnight Creeps,Rock,Nei
2005,Serena-Maneesh,Serena-Maneesh,Rock,Nei
2005,Cikada String Quartet,Saariaho cage maderna,Samtidsmusikk,Nei
2005,Nils Henrik Asheim,"19 march 2004, Oslo Cathedral",Samtidsmusikk,Ja
2005,Sigyn Fossnes/Einar Henning Smedbye,Tightrope walker,Samtidsmusikk,Nei
2005,Cast,Problembarn,Hip-Hop/RnB,Nei
2005,Paperboys,When worlds collide,Hip-Hop/RnB,Ja
2005,Tommy Tee,Tommy tycker om mej,Hip-Hop/RnB,Nei
2005,16 artister hedrer Erik Bye,En hildringstime,Viser,Nei
2005,Kari Bremnes,Over en by,Viser,Nei
2005,Vamp,Siste stikk,Viser,Ja
2005,Øystein Sunde,Sånn er'e bare,Viser,Nei
2005,Arild Andersen Group,Electra,Åpen Klasse,Nei
2005,Beady Belle,Closer,Åpen Klasse,Nei
2005,Jaga Jazzist,What we must,Åpen Klasse,Nei
2005,Nils Petter Molvær,Er,Åpen Klasse,Ja
2005,Shining,In the kingdom of kitch you will be a monster,Åpen Klasse,Nei
2005,Alejandro Fuentes,Stars,Årets Hit,Nei
2005,Kurt Nilsen,Never easy,Årets Hit,Nei
2005,Madrugada med Ane Brun,Lift me,Årets Hit,Ja
2005,Maria Mena,Miss you love,Årets Hit,Nei
2005,Ravi & DJ Løv,Tsjeriåu me de Månråus,Årets Hit,Nei
2005,Madrugada,,Årets Spellemann,Ja
2004,Eva Trones,Lille bille,Barneplater,Ja
2004,Kaptein Rødskjegg og Sjørøverne,"Mann om bord, skuta er vekk",Barneplater,Nei
2004,Nissa Nyberget/Elisabeth Lindland,Soria Moria,Barneplater,Nei
2004,Hellbillies,Niende,Blues/Country,Nei
2004,Knut Reiersrud,Pretty ugly,Blues/Country,Ja
2004,R.C. Finnigan,Heart body and soul,Blues/Country,Nei
2004,William Hut,Days to remember,Blues/Country,Nei
2004,Anne Nørdsti,Bygdeliv,Danseorkester,Nei
2004,Ingemars,På egne væger,Danseorkester,Nei
2004,Ole Ivars,Heldiggriser,Danseorkester,Ja
2004,Biosphere,Autour de la lune,Elektronika/Samtidsmusikk,Nei
2004,Deathprod,Morals and dogma,Elektronika/Samtidsmusikk,Nei
2004,Lars Horntveth,Pooka,Elektronika/Samtidsmusikk,Ja
2004,Lasse Marhaug,The shape of rock to come,Elektronika/Samtidsmusikk,Nei
2004,Gunnlaug Lien Myhr,Perler på ei snor,Folkemusikk/Gammaldans,Nei
2004,Tre Begrædelige Piger,Til deg,Folkemusikk/Gammaldans,Nei
2004,Vidar Lande/Gunhild Tømmerås,Sordølen-slåtter og slåttestev fra Setersdal,Folkemusikk/Gammaldans,Ja
2004,Børre Dalhaug,Bigbandblast!,Jazz,Nei
2004,Petter Wettre,Hallmark moments,Jazz,Nei
2004,Sharp 9,No:Network,Jazz,Nei
2004,Skomsork,Skomsork,Jazz,Nei
2004,Solveig Slettahjell,Silver,Jazz,Ja
2004,Grieg Trio,Dvorak: Complete piano trios,Klassisk Musikk,Ja
2004,Henning Kraggerud,Sibelius-Sinding: Violin concertos,Klassisk Musikk,Nei
2004,Håkon Austbø,Debussy: Complete works for piano solo vol.1,Klassisk Musikk,Nei
2004,Leif Ove Andsnes,Mozart: Piano concerto 9 & 18,Klassisk Musikk,Nei
2004,Black Debbath,Den femte statsmakt,Metal/Tungrock,Nei
2004,Enslaved,Isa,Metal/Tungrock,Ja
2004,Mayhem,Chimera,Metal/Tungrock,Nei
2004,Bertine Zetlitz,Fake your beauty,Musikkvideo,Nei
2004,Illumination/Anneli Drecker,Kool karma,Musikkvideo,Nei
2004,Jim Stärk,Morning song,Musikkvideo,Nei
2004,Kings of Convenience,I'd rather dance with you,Musikkvideo,Nei
2004,Margaret Berger,Lifetime guarantee,Musikkvideo,Ja
2004,Annie,Anniemal,Årets Nykommer,Ja
2004,Madcon,It'+E1137s all a Madcon,Årets Nykommer,Nei
2004,Margaret Berger,Chamelon,Årets Nykommer,Nei
2004,Side Brok,Høge brelle,Årets Nykommer,Nei
2004,Span,Mass distraction,Årets Nykommer,Nei
2004,Bertine Zetlitz,Rollerskating,Kvinnelig Artist,Nei
2004,Maria Solheim,Frail,Kvinnelig Artist,Nei
2004,Sissy Wish,You may breathe…,Kvinnelig Artist,Ja
2004,Odd Nordstoga,Luring,Mannlig Artist,Ja
2004,Sondre Lerche,Two way monologue,Mannlig Artist,Nei
2004,William Hut,Versus the end of fashion park,Mannlig Artist,Nei
2004,Kings of Convenience,Riot on an empty street,Popgruppe,Nei
2004,Savoy,Savoy,Popgruppe,Nei
2004,The National Bank,The National Bank,Popgruppe,Ja
2004,Gluecifer,Automatic thrill,Rock,Nei
2004,Gåte,Iselilja,Rock,Nei
2004,Span,Mass distraction,Rock,Nei
2004,Tellusalie,Tangerine dreams,Rock,Nei
2004,WE,Smugglers,Rock,Ja
2004,Jaa9 & OnklP,Sjåre brymæ,Hip-Hop/RnB,Nei
2004,Madcon,It's all a Madcon,Hip-Hop/RnB,Ja
2004,Tungtvann,III: Folket bak Nordavind,Hip-Hop/RnB,Nei
2004,Henning Kvitnes,Bare vente litt på sjelen,Viser,Nei
2004,Kaia Huuse,Trist og fint,Viser,Ja
2004,Karoline Krüger,De to stemmer,Viser,Nei
2004,Ola Bremnes,Livstegn,Viser,Nei
2004,Frode Fjellheim,Aejlies Gaaltije: The secret source,Åpen Klasse,Ja
2004,Karl Seglem,Femstein,Åpen Klasse,Nei
2004,Susanna and The Magical Orchestra,List of lights and buoys,Åpen Klasse,Nei
2004,Transjoik,Uja nami,Åpen Klasse,Nei
2004,Trygve Seim,Sangam,Åpen Klasse,Nei
2004,Erik Faber,Yesterday¬¥s call,Årets Hit,Nei
2004,Jim Stärk,Morning song,Årets Hit,Nei
2004,Kurt Nilsen,My street,Årets Hit,Ja
2004,Odd Nordstoga,Kveldssong for deg og meg,Årets Hit,Nei
2004,Ravi & DJ Løv,Dødssøt,Årets Hit,Nei
2004,Odd Nordstoga,,Årets Spellemann,Ja
2003,Hege Rimestad/Geirr Lystrup,Fly som en sten,Barneplater,Ja
2003,Lyriaka,Lyriakafabrikken,Barneplater,Nei
2003,NRK Barne-TV/Barneselskapet UHU,UHU! Vol.3,Barneplater,Nei
2003,Amund Maarud,"Ripped, stripped and southern fried",Blues/Country,Nei
2003,Tumbleweed,"Once more, with feeling",Blues/Country,Nei
2003,Vidar Busk,Love buzz,Blues/Country,Ja
2003,Gunnar Fjeldseth Band,Fullt og helt,Danseorkester,Nei
2003,Ole Ivars,Hverdag og fest,Danseorkester,Ja
2003,Picazzo,Tusen dager til,Danseorkester,Nei
2003,Snuten,Welcome to the jungle,Elektronika,Nei
2003,Ulver,Teachings in silence,Elektronika,Nei
2003,Xploding Plastic,The donca matic singalongs,Elektronika,Ja
2003,Jan Beitohaugen Granli,Lite nemmar,Folkemusikk/Gammaldans,Nei
2003,Majorstuen,Majorstuen,Folkemusikk/Gammaldans,Ja
2003,Sturla / Andreas,Glimmer,Folkemusikk/Gammaldans,Nei
2003,Wenche Myhre,,Hederspris,Ja
2003,Atomic,Boom boom,Jazz,Ja
2003,Christian Wallumrød Ensemble,Sofienberg variations,Jazz,Nei
2003,Håvard Wiik,Postures,Jazz,Nei
2003,Karin Krog,Where you at?,Jazz,Nei
2003,Tore Brunborg Quartet,Gravity,Jazz,Nei
2003,Leif Ove Andsnes,Grieg/Schuman: Piano concertos,Klassisk Musikk,Ja
2003,Oslo Filharmoniske Orkester,Mahler symfonier nr. 1 & 9,Klassisk Musikk,Nei
2003,Stavanger Symfoniorkester,Geirr Tveitt-Wedding suite/Troll tunes,Klassisk Musikk,Nei
2003,Dimmu Borger,Death cult armageddon,Metal,Ja
2003,Enslaved,Below the lights,Metal,Nei
2003,Old Mans Child,In defiance of existence,Metal,Nei
2003,Bertine Zetlitz,Girl like you,Musikkvideo,Nei
2003,Diaz,Hvem er denne karen,Musikkvideo,Nei
2003,Folk & Røvere,Utadæsjælopplevelse,Musikkvideo,Nei
2003,Kaizers Orchestra,Evig pint,Musikkvideo,Ja
2003,Thomas Dybdahl,Cecilia,Musikkvideo,Nei
2003,Equicez,State of emergency,Årets Nykommer,Nei
2003,Julian Berntsen,Whaffy town,Årets Nykommer,Ja
2003,Karin Park,Superworldunknown,Årets Nykommer,Nei
2003,Kurt Nilsen,I,Årets Nykommer,Nei
2003,Rebekka Karijord,Neophyte,Årets Nykommer,Nei
2003,Bertine Zetlitz,Sweet injections,Kvinnelig Popsolist,Ja
2003,Karin Park,Superworldunknown,Kvinnelig Popsolist,Nei
2003,Lene Marlin,Another day,Kvinnelig Popsolist,Nei
2003,Julian Berntzen,Whaffy town,Mannlig Popsolist,Nei
2003,Magnet,On your side,Mannlig Popsolist,Ja
2003,Thomas Dybdahl,Stray dogs,Mannlig Popsolist,Nei
2003,D'Sound,Doublehearted,Popgruppe,Nei
2003,Ephemera,Air,Popgruppe,Ja
2003,Number Seven Dehli,Falkner street,Popgruppe,Nei
2003,Amulet,Danger! Danger!,Rock,Nei
2003,Ricochets,The ghost of our love,Rock,Nei
2003,Thulsa Doom,And then take you to a place where Jars are kept,Rock,Nei
2003,Turbonegro,Scandinavian leather,Rock,Ja
2003,We,Lightyears ahead,Rock,Nei
2003,Bjørn Ianke,Contemporary double bass solo 3,Samtidsmusikk,Nei
2003,Hans-Kristian Kjos Sørensen,Open,Samtidsmusikk,Ja
2003,Ragnhild Berstad,Respiro,Samtidsmusikk,Nei
2003,Diaz,Velkommen hjem Andres,Hip-Hop,Nei
2003,Equicez,State of emergency,Hip-Hop,Ja
2003,Paperboys,The great escape,Hip-Hop,Nei
2003,Elias Akselsen,Her kommer dine arme små,Viser,Nei
2003,Erik Bye og Marinemusikken,I dur og brått,Viser,Ja
2003,Ole Reinlund,For det var hit,Viser,Nei
2003,Anne-Lise Berntsen/Nils Asheim,Kom regn,Åpen Klasse,Nei
2003,Hallvard Bjørgum & Co,Free field,Åpen Klasse,Nei
2003,Motorpsycho/Jaga Jazzist,Horns,Åpen Klasse,Nei
2003,Niko Valkeapää,Niko Valkeapää,Åpen Klasse,Ja
2003,When,Pearl harvest,Åpen Klasse,Nei
2003,David,Wild at heart,Årets Låt,Nei
2003,Folk & Røvere,Utadæsjælopplevelse,Årets Låt,Nei
2003,Kurt Nilsen,She's so high,Årets Låt,Ja
2003,Lene Marlin,You weren't there,Årets Låt,Nei
2003,Maria Arrendondo,In love with an angel,Årets Låt,Nei
2003,Silje Nergaard,,Årets Spellemann,Ja
2002,Ivar Neergaard,Mulle miktor,Barneplater,Nei
2002,NRK Barn,UHU! Vol.2,Barneplater,Ja
2002,Øyvind Gravdal/Petter Moen,Lyriaka,Barneplater,Nei
2002,Bjørn Berge,Illustrated man,Blues,Ja
2002,Kristin Berglund,Where's the soul gonna go?,Blues,Nei
2002,Norsk Utflukt,Det blå berget,Blues,Nei
2002,Can Dance,Vårslepp,Danseorkester,Nei
2002,Dænsebændet,Får vi lov,Danseorkester,Ja
2002,Gluntan,Flaks,Danseorkester,Nei
2002,Biosphere,Shenzhou,Elektronika,Nei
2002,Kim Hiorthøy,Melke,Elektronika,Nei
2002,Salvatore,Tempo,Elektronika,Ja
2002,Annbjørg Lien,Aliens alive,Folkemusikk/Gammaldans,Nei
2002,Per Anders Buen Garnås,Åleine,Folkemusikk/Gammaldans,Nei
2002,ØyonnGroven Myhren/Odd Nordstoga,Nivelkinn,Folkemusikk/Gammaldans,Ja
2002,Come Shine,Do do that voodoo,Jazz,Ja
2002,Food,Veggie,Jazz,Nei
2002,Helge Lien Trio,Spiral sircle,Jazz,Nei
2002,Urban Connection,French only,Jazz,Nei
2002,Vigleik Storaas Trio,Sub sonic,Jazz,Nei
2002,Grieg Trio,Beethoven/Kaipanen,Klassisk Musikk,Nei
2002,Leif Ove Andsnes,Schubert: Pianosonate i a-dur d959,Klassisk Musikk,Ja
2002,Truls Mørk,Grieg cello sonata OP.36. string quartet,Klassisk Musikk,Nei
2002,Immortal,Sons of northern darkness,Metal,Nei
2002,Red Harvest,Sick transit gloria mundis,Metal,Nei
2002,Satyricon,Volcano,Metal,Ja
2002,A-ha,Lifelines,Musikkvideo,Nei
2002,Kaizers Orchestra,Mann mot mann,Musikkvideo,Nei
2002,Ralph Myerz/The Jack Herron Band,Nikita,Musikkvideo,Nei
2002,Röyksopp,Remind me,Musikkvideo,Ja
2002,Tungtvann,Hold kjæft,Musikkvideo,Nei
2002,Gåte,Jygri,Årets Nykommer,Ja
2002,Jim Stärk,Ten songs and hey hey,Årets Nykommer,Nei
2002,Maria Mena,Another phase,Årets Nykommer,Nei
2002,The Margarets,What kept you?,Årets Nykommer,Nei
2002,Ugress,Resound,Årets Nykommer,Nei
